block,trial,!Item,bgr,wgr,style,stim,loc,time,stim,loc,time,stim,loc,time,stim,loc,time,stim,loc,time,stim,loc,time,stim,loc,time,stim,loc,time,stim,loc,time,stim,loc,time,*
1,53,,2,2,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\5-3back-lock_pan_snowflake_framed.bmp,"0,.9,0",0,!Audio\Go_get_the.wav,"0,0,0",2500,!3-back\Audio\lock_pan_snowflake.wav,"0,0,0",2500,!Audio\DING.wav,"0,0,0",250,3-back\Arrays\framed\5-3back-lock_pan_snowflake_framed.bmp,"0,.9,0","rt: 5<146,1<246,2<246,3<246,4<246,6<246",*,,,,,,,,,,,,
1,54,,2,2,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\6-3back-bear_snail_bowl_framed.bmp,"0,.9,0",0,!Audio\Go_get_the.wav,"0,0,0",2500,!3-back\Audio\bear_snail_bowl.wav,"0,0,0",2500,!Audio\DING.wav,"0,0,0",250,3-back\Arrays\framed\6-3back-bear_snail_bowl_framed.bmp,"0,.9,0","rt: 6<147,1<247,2<247,3<247,4<247,5<247",*,,,,,,,,,,,,
1,55,,2,2,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\6-3back-glove_skateboard_belt_framed.bmp,"0,.9,0",0,!Audio\Go_get_the.wav,"0,0,0",2500,!3-back\Audio\glove_skateboard_belt.wav,"0,0,0",2500,!Audio\DING.wav,"0,0,0",250,3-back\Arrays\framed\6-3back-glove_skateboard_belt_framed.bmp,"0,.9,0","rt: 6<148,1<248,2<248,3<248,4<248,5<248",*,,,,,,,,,,,,
1,56,BoneReward4,0,0,1,!Audio\TADA.wav,"0,0,0",0,_Animations\BoneReward4.gif(1024x768),"0,0,0",2000,Background\BoneReward4.bmp,"0,0,0",0,!Audio\BoneReward4.wav,"0,0,0",7000,*,,,,,,,,,,,,,,,,,,
0,57,Complete!,0,0,1,~Testing has completed,"0,0,0",rt:any>9999,*,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,101,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\Train-1-1back-hotdog_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position1.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\Train-1-1back-hotdog_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,102,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\Train-3-1back-pumpkin_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position3.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\Train-3-1back-pumpkin_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,103,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\Train-5-1back-butterfly_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position5.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\Train-5-1back-butterfly_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,104,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\Train-1_6-2back-penguin_horse_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position1.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\Train-1_6-2back-penguin_horse_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,105,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\Train-3-3back-spoon_flag_banana_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position3.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\Train-3-3back-spoon_flag_banana_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,106,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\Train-2_4-2back-spider_garlic_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position2.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\Train-2_4-2back-spider_garlic_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,107,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\Train-2-3back-pig_plate_baseballbat_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position2.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\Train-2-3back-pig_plate_baseballbat_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,108,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\Train-3_5-2back-lizard_clock_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position3.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\Train-3_5-2back-lizard_clock_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,109,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\Train-6-1back-orange_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position6.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\Train-6-1back-orange_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,110,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\Train-4_6-2back-oven_pig_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position4.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\Train-4_6-2back-oven_pig_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,111,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\Train-4-3back-football_hose_tv_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position4.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\Train-4-3back-football_hose_tv_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,112,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\Train-1-3back-boat_lime_corn_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position1.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\Train-1-3back-boat_lime_corn_dogPos.bmp,"0,.9,0",1000,!Audio\Great_job.wav,"0,0,0",rt:any,*,,,,,,,,,
0,113,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\1-1back-house_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position1.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\1-1back-house_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,114,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\1-1back-truck_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position1.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\1-1back-truck_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,115,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\2-1back-blocks_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position2.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\2-1back-blocks_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,116,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\2-1back-highchair_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position2.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\2-1back-highchair_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,117,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\3-1back-ball_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position3.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\3-1back-ball_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,118,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\3-1back-ring_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position3.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\3-1back-ring_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,119,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\4-1back-boots_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position4.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\4-1back-boots_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,120,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\4-1back-stroller_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position4.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\4-1back-stroller_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,121,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\5-1back-airplane_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position5.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\5-1back-airplane_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,122,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\5-1back-bus_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position5.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\5-1back-bus_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,123,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\5-1back-spoon_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position5.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\5-1back-spoon_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,124,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,1-back\Arrays\framed\6-1back-leaf_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position6.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,1-back\Arrays\dogposition\6-1back-leaf_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,125,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\1_2-2back-bottle_deer_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position1.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\1_2-2back-bottle_deer_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,126,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\1_6-2back-Jacket_lollipop_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position1.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\1_6-2back-Jacket_lollipop_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,127,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\2_3-2back-brush_fish_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position2.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\2_3-2back-brush_fish_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,128,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\2_3-2back-star_hand_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position2.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\2_3-2back-star_hand_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,129,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\2_4-2back-snail_whistle_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position2.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\2_4-2back-snail_whistle_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,130,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\3_4-2back-cup_train_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position3.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\3_4-2back-cup_train_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,131,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\3_6-2back-foot_drum_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position3.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\3_6-2back-foot_drum_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,132,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\4_3-2back-duck_spring_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position4.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\4_3-2back-duck_spring_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,133,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\4_6-2back-camera_baseball_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position4.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\4_6-2back-camera_baseball_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,134,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\4_6-2back-gloves_sock_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position4.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\4_6-2back-gloves_sock_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,135,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\5_6-2back-dress_cat_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position5.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\5_6-2back-dress_cat_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,136,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,2-back\Arrays\framed\5_6-2back-shell_tire_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position5.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,2-back\Arrays\dogposition\5_6-2back-shell_tire_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,137,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\1-3back-basket_baseball_toiletpaper_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position1.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\1-3back-basket_baseball_toiletpaper_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,138,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\2-3back-paperclip_bathtub_tire_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position2.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\2-3back-paperclip_bathtub_tire_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,139,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\3-3back-purse_box_iceskate_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position3.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\3-3back-purse_box_iceskate_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,140,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\4-3back-fan_broccoli_toaster_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position4.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\4-3back-fan_broccoli_toaster_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,141,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\4-3back-moon_fish_ladybug_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position4.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\4-3back-moon_fish_ladybug_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,142,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\4-3back-robot_backpack_swing_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position4.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\4-3back-robot_backpack_swing_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,143,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\4-3back-spider_torch_cupcake_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position4.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\4-3back-spider_torch_cupcake_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,144,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\5-3back-bike_train_car_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position5.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\5-3back-bike_train_car_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,145,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\5-3back-bus_tomato_rocking horse_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position5.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\5-3back-bus_tomato_rocking horse_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
0,146,Correct!,0,0,1,Background\Base_Adult_children_dog.bmp,"0,0,0",0,3-back\Arrays\framed\5-3back-lock_pan_snowflake_framed.bmp,"0,.9,0",50,!Audio\TADA.wav,"0,0,0",250,_Animations\Dog_position5.gif(1024x600),"0,.1,0",1500,Background\Base_Adult_child.bmp,"0,0,0",0,3-back\Arrays\dogposition\5-3back-lock_pan_snowflake_dogPos.bmp,"0,.9,0",rt:any,*,,,,,,,,,,,,
